Hackathon_Url,Topic_X_count,num_submission,popular,Topic_X_proportion
https://hack-the-map-2.devpost.com/,3,14.0,No,0.2143
https://codeone-omaha-2893.devpost.com/,2,14.0,No,0.1429
https://def-hacks.devpost.com/,6,15.0,No,0.4000
https://idhack18.devpost.com/,2,12.0,No,0.1667
https://hackadon-2019.devpost.com/,2,11.0,No,0.1818
https://ihmhackathon.devpost.com/,2,13.0,No,0.1538
https://carlhacksgivesback.devpost.com/,4,11.0,No,0.3636
https://cutie-hack-2016-3843.devpost.com/,1,13.0,No,0.0769
https://swiss-re-hackathon-2016.devpost.com/,3,14.0,No,0.2143
https://samhsaopioidrecoveryapp.devpost.com/,1,15.0,No,0.0667
https://agoraio.devpost.com/,3,15.0,No,0.2000
https://bim360hackathon.devpost.com/,3,13.0,No,0.2308
https://roslyn-code-overload.devpost.com/,2,12.0,No,0.1667
https://cardinalcon19.devpost.com/,1,11.0,No,0.0909
https://gifhack.devpost.com/,3,10.0,No,0.3000
https://cogiothack.devpost.com/,1,13.0,No,0.0769
https://fossasia-hackathon.devpost.com/,2,15.0,No,0.1333
https://t9hacks-spring2019.devpost.com/,3,11.0,No,0.2727
https://bullhacks.devpost.com/,3,15.0,No,0.2000
https://tynlhd.devpost.com/,3,12.0,No,0.2500
https://cilocalhackday.devpost.com/,2,12.0,No,0.1667
https://sharkhack2019.devpost.com/,2,14.0,No,0.1429
https://ideahack.devpost.com/,2,13.0,No,0.1538
https://hack-the-heat-2016.devpost.com/,3,12.0,No,0.2500
https://blairhacks-0.devpost.com/,1,14.0,No,0.0714
https://ua-acm-local-hack-day-ii.devpost.com/,3,14.0,No,0.2143
https://horizons.devpost.com/,1,13.0,No,0.0769
https://svc-healthhack.devpost.com/,1,10.0,No,0.1000
https://wecancode-ensenada-2015.devpost.com/,2,13.0,No,0.1538
https://scsdhack.devpost.com/,1,10.0,No,0.1000
https://ecomhack2015.devpost.com/,2,11.0,No,0.1818
https://sjapi.devpost.com/,1,13.0,No,0.0769
https://scsharkhack2016.devpost.com/,2,11.0,No,0.1818
https://mesg-hackathon.devpost.com/,1,10.0,No,0.1000
https://ai-for-social-good-hackathon.devpost.com/,3,15.0,No,0.2000
https://destinationhack-brasil.devpost.com/,4,11.0,No,0.3636
https://diamondhacks.devpost.com/,2,10.0,No,0.2000
https://hackstetson.devpost.com/,2,13.0,No,0.1538
